StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q11_5_TEXT,Q12,Q12_6_TEXT,Q13,Q14_0_GROUP,Q14_0_1_RANK,Q14_0_2_RANK,Q14_0_3_RANK,Q14_0_4_RANK,Q14_0_5_RANK,Q14_0_6_RANK,Q14_0_7_RANK,Q14_0_8_RANK,Q14_0_9_RANK,Q14_0_10_RANK,Q14_0_11_RANK,Q14_0_12_RANK,Q14_0_13_RANK,Q14_0_14_RANK,Q14_0_15_RANK,Q14_0_16_RANK,Q14_0_17_RANK,Q14_0_18_RANK,Q14_0_19_RANK,Q14_0_20_RANK,Q14_0_21_RANK,Q14_0_22_RANK,Q14_0_23_RANK,Q14_0_24_RANK,Q14_0_25_RANK,Q14_0_26_RANK,Q14_0_27_RANK,Q14_0_28_RANK,Q14_0_29_RANK,Q14_0_30_RANK,Q14_0_31_RANK,Q14_0_32_RANK,Q14_0_33_RANK,Q15,Q16,Q16_7_TEXT,Q17,Q17_7_TEXT,Q18,Q19,Q20,Q21_1,Q21_2,Q21_3,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,combined column,combined column,combined column,combined column,Q31,Q31_17_TEXT,Q32,Q32_10_TEXT,Q33,Q34,,Q35,Q35_10_TEXT,Q36,Q36_10_TEXT,Q37,Q37_6_TEXT,Q38,Q39,calculated column,Q40,Q41,Q42,Q43,Q43_6_TEXT,Q44,Q45,Q45_7_TEXT,Q46,combined column,Q47,Q48,Q49,Q49_2_TEXT,Q50,Q51,Q51_9_TEXT,Q52,Q53,Q54,Q55,Q56,Q57_1,Q57_2,Q57_3,Q57_4,Q58,Q58_5_TEXT,Q59,Q60,Q61,Q61_5_TEXT,Q62,Q63,combined column,Q63_2_TEXT,Q64,Q64_9_TEXT,Q65,Q66,Q67,Q68,Q69,Q70,combined column,Q70_9_TEXT,Q71,Q72,combined column,Q72_9_TEXT,Q73,Q74,Combined column,Q74_9_TEXT
11/13/2018 18:32,11/13/2018 18:45,IP Address,204.111.161.24,100,807,TRUE,11/13/2018 18:45,R_3G3RI2dDQvUcBtD,,I would like to proceed with the survey.,Yes,,,Yes,,,22664,2017,Less than $5000,None of these.,,1020 trays/flats,,25,"Broccoli,Kale,Arugula,Radish,Cress",,,,4,,5,,,,2,,,,3,,,1,,,,,,,,,,,,,,,,,"No, I only grow microgreens.",,,,,Trays on stacked shelves,Indoors- residential,Yes,40,80,80,,,,,,,,No,Yes,Sphagnum peat,Perlite,none,"Perlite,Sphagnum peat,Vermiculite","Perlite,Sphagnum peat,Vermiculite",,,,,,,,,,,We compost it.,,No,No testing,0,,,"Bottom watering or drip irrigation
(Water does not touch microgreens)",Municipal water,,Yes,"Sediment / solids filter,Activated charcoal filter,Ultraviolet light,Chlorine filter",,Yes,4 times per year,4 times per year,Room temperature,Yes. List varieties soaked.,"Peas, Sunflower, Wheatgrass",Yes,Hydrogen peroxide,,Yes,"Before handling seeds,Before watering,Before harvesting,Before packaging,At random times",Yes,Disposable,"While preparing growth media or soil,While handling seeds,While harvesting,While packaging,While selling to customers",Daily or more,Daily or more,Daily or more,Once a week,"Cut with scissors/knife,Living Tray",,Refrigerator/Cooler,Refrigerator/Cooler,Plastic,,36,No,,,,,Yes,"It's written on the label,It is verbally communicated at the point of sale",None of these,,Yes,"Employee Food Safety Training,Cleaning,Soil or Growth Media Testing,Shipping and/or Recieving","Employee Food Safety Training,Cleaning,Soil or Growth Media Testing,Shipping and/or Recieving",,Some college,"Internet (websites or videos),Books or magazines","Internet (websites or videos),Books or magazines",,No,No food safety training,No food safety training,
11/13/2018 18:34,11/13/2018 18:50,IP Address,107.77.197.111,100,966,TRUE,11/13/2018 18:50,R_1Qmf9pTOeASaI7w,,I would like to proceed with the survey.,Yes,,,Yes,,,72682,2017,Less than $5000,None of these.,,ounces,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livestock or animal products,Other plants or crops",Vegetables eaten raw (such as lettuce),,"Beef,Pork,Dairy",,Trays on stacked shelves,Indoors- commercial,Yes,60,65,65,,,,,,,,No,No,Organic soil,none,none,Organic soil blend,,,"Soil blend, organic",,,,,,,,,We compost it.,,No,No testing,0,,,"Bottom watering or drip irrigation
(Water does not touch microgreens)",Well/Groundwater,,Yes,Sediment / solids filter,,No,No testing,,Room temperature,Yes. List varieties soaked.,Corn sunflower pea,Yes,Hydrogen peroxide,,Yes,"Before handling seeds,Before harvesting,Before packaging",Yes,Disposable,"While handling seeds,While harvesting,While packaging",Daily or more,Daily or more,2-4 times a week,Daily or more,"Cut with scissors/knife,Other",Electric knife,,Refrigerator/Cooler,Plastic,,34,Yes,Sunflower,sunflower,,,Yes,It's written on the label,None of these,,No,No routine documentation,No routine documentation,,Some college,"Internet (websites or videos),Social media groups","Internet (websites or videos),Social media groups",,Yes,Produce Safety Alliance,Produce Safety Alliance,
11/13/2018 18:42,11/13/2018 18:43,IP Address,50.226.244.98,100,46,TRUE,11/13/2018 18:43,R_6zq9oVfvjVHhOhP,,I would like to proceed with the survey.,No,Canada,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2018 18:42,11/13/2018 18:55,IP Address,97.127.53.46,100,808,TRUE,11/13/2018 18:55,R_3HHZ1ohpFY5XRUz,,I would like to proceed with the survey.,Yes,,,No,4,2,55371,2017,$5000 - $9999,Other,Mn grown,Other,Oz. And 10x20 trays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livestock or animal products,Other plants or crops","Vegetables eaten raw (such as lettuce),Vegetables rarely eaten raw (such as squash),Fresh herbs,Edible flowers",,"Beef,Chicken,Pork,Eggs,Other",Duck and turkey,Trays on stacked shelves,Indoors- residential,Yes,0,78,0,,,,,,,,No,Yes,"Coco coir,Sphagnum peat",Vermiculite,none,"Coco Coir,Sphagnum peat,Vermiculite","Coco Coir,Sphagnum peat,Vermiculite",,,,,,,,,,,Other,We compost and give root base fr8m trays to our chickens,No,No testing,0,,,"Bottom watering or drip irrigation
(Water does not touch microgreens)",Well/Groundwater,,No,Untreated,,Yes,2 times per year,2 times per year,Room temperature,Yes. List varieties soaked.,"Sunflower, cilantro, peas, beets",Yes,Hydrogen peroxide,,Yes,"Before handling seeds,Before watering,Before harvesting,Before packaging",No,,,Daily or more,Daily or more,Daily or more,Once a week,Cut with scissors/knife,,,Refrigerator/Cooler,Biodegradable plastic,,1,No,None,,,,No,,None of these,,No,"Employee Food Safety Training,Cleaning,Water Testing,Soil or Growth Media Testing,Standard Operating Procedures","Employee Food Safety Training,Cleaning,Water Testing,Soil or Growth Media Testing,Standard Operating Procedures",,Bachelors degree,"Internet (websites or videos),A commercial grow kit","Internet (websites or videos),A commercial kit",,Yes,A lecture-based training at work,A lecture-based training at work,
11/13/2018 18:43,11/13/2018 18:44,IP Address,68.204.77.230,15,84,FALSE,11/20/2018 18:44,R_3hGwNprXNtxLctn,,I would like to proceed with the survey.,Yes,,,Yes,,,34787,2018,Less than $5000,None of these.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2018 18:43,11/13/2018 19:02,IP Address,73.28.22.241,100,1116,TRUE,11/13/2018 19:02,R_A65KgWVFUwPqPrH,,I would like to proceed with the survey.,Yes,,,Yes,,,33919,2018,Less than $5000,None of these.,,1020 trays/flats,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, I only grow microgreens.",,,,,Trays on stacked shelves,Non-climate controlled Greenhouse or hoophouse,,,,,,,,,,,,Yes,,Organic soil,none,none,Organic soil,Organic soil,,,,,,,,,,,We compost it.,,Yes,4 times per year,4,,,"Overhead watering
(Water touches microgreens.)",Municipal water,,Yes,"Reverse osmosis,Ultraviolet light",,Yes,4 times per year,4 times per year,Room temperature,Yes. List varieties soaked.,"Sunflower, peas, cilantro Swiss chard, beets. ",Yes,Hydrogen peroxide,,Yes,Before handling seeds,Yes,Disposable,While harvesting,Daily or more,Daily or more,Once a week,Daily or more,Cut with scissors/knife,,,Refrigerator/Cooler,Plastic,,1,No,None,,,,Yes,"It's written on the label,It is verbally communicated at the point of sale,On a sign at the point of sale,It's on a flyer",best by,,Yes,"Employee Food Safety Training,Cleaning,Water Testing,Soil or Growth Media Testing,Shipping and/or Recieving","Employee Food Safety Training,Cleaning,Water Testing,Soil or Growth Media Testing,Shipping and/or Recieving",,High school or GED,Internet (websites or videos),Internet (websites or videos),,Yes,National Restaurant Association ServSafe Course / Certification,National Restaurant Association ServSafe Course / Certification,
11/13/2018 18:44,11/13/2018 18:59,IP Address,174.208.24.205,100,858,TRUE,11/13/2018 18:59,R_1PcR3LIxbxFc2v2,,I would like to proceed with the survey.,Yes,,,No,3,1,83201,2018,$5000 - $9999,None of these.,,1020 trays/flats,,52,"Basil,Sunflower,Radish,Pea Shoots,Beet",2,4,,3,,,,1,,,,,,,,5,,,,,,,,,,,,,,,,,,Livestock or animal products,,,"Eggs,Other",Rabbit,Trays on stacked shelves,Indoors- residential,Yes,40,70,0,,,,,,,,No,No,Organic soil,none,Compost or manure,Organic soil blend with compost or manure,,,"Soil blend, organic, with compost or manure",,,,,,,,,We compost it.,,No,No testing,0,,,"Bottom watering or drip irrigation
(Water does not touch microgreens)",Well/Groundwater,,No,Untreated,,Yes,Less than once per year,Less than once per year,Refrigerator or cooler,Yes. List varieties soaked.,"Sunflower, beet, pea, buckwheat, radish",Yes,Hydrogen peroxide,,Yes,"Before handling seeds,Before harvesting,Before packaging,At random times",Yes,Disposable,"While harvesting,While packaging",Daily or more,2-4 times a week,Daily or more,Daily or more,"Cut with scissors/knife,Living Tray",,Room temperature,Refrigerator/Cooler,Plastic,,6,No,None,,,,No,,best by,7 days from harvest,No,No routine documentation,No routine documentation,,Associates degree,"Internet (websites or videos),Other","Internet (websites or videos),Trial and error",Experience,Yes,On-the-job training,On-the-job training,
11/13/2018 18:44,11/13/2018 19:05,IP Address,175.158.211.158,100,1229,TRUE,11/13/2018 19:05,R_xlUSFa9ZffdhJ05,,I would like to proceed with the survey.,Yes,,,No,3,3,96950,2017,$10000 - $24999,None of these.,,Other,Once and trays,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, I only grow microgreens.",,,,,Trays on stacked shelves,Indoors- residential,Yes,70,75,72,,,,,,,,Yes,,"Coco coir,Jute","Perlite,Rice Hulls",none,"Coco Coir,Jute,Perlite,Rice Hulls","Coco Coir,Jute,Perlite,Rice Hulls",,,,,,,,,,,We compost it.,,No,No testing,0,,,"Bottom watering or drip irrigation
(Water does not touch microgreens)",Collected rainwater,,Yes,"Sediment / solids filter,Activated charcoal filter",,No,No testing,,Room temperature,Yes. List varieties soaked.,"Peas, large seeds ",Yes,Hydrogen peroxide,,Yes,"Before handling seeds,Before watering,Before harvesting,Before packaging",Yes,Disposable,"While handling seeds,While harvesting,While packaging,While selling to customers",Daily or more,Daily or more,2-4 times a week,Daily or more,"Cut with scissors/knife,Hand-picked,Living Tray",,Room temperature,Refrigerator/Cooler,Plastic,,2,Yes,All,All,,,Yes,"It's written on the label,It is verbally communicated at the point of sale,On a sign at the point of sale",use by,3 days from harvest,No,"Employee Food Safety Training,Cleaning,Water Testing,Standard Operating Procedures","Employee Food Safety Training,Cleaning,Water Testing,Standard Operating Procedures",,Masters degree,"Internet (websites or videos),Other","Internet (websites or videos),Trial and error",Trial and error,Yes,"On-the-job training,County Health Card Training,City Food Handler's Card Training,National Restaurant Association ServSafe Course / Certification","On-the-job training,County Health Card Training,City Food Handler Card Training,National Restaurant Association ServSafe Course / Certification",
11/13/2018 18:48,11/13/2018 19:04,IP Address,66.226.97.241,100,910,TRUE,11/13/2018 19:04,R_3KBEUQ9AEScbKyU,,I would like to proceed with the survey.,Yes,,,Yes,,,62305,2017,Prefer Not to Answer,None of these.,,1020 trays/flats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other plants or crops,"Vegetables eaten raw (such as lettuce),Vegetables rarely eaten raw (such as squash),Fresh herbs",,,,Hydroponics,Indoors- residential,Yes,40,70,65,,,,,,,,,,Rockwool,Expanded Clay,,,,,,,Yes,,"Expanded Clay,Rockwool","Expanded Clay,Rockwool",,,,We compost it.,,No,No testing,0,,,,Collected rainwater,,No,Untreated,,No,No testing,,Refrigerator or cooler,Yes. List varieties soaked.,"Peas , lentils",Yes,Hydrogen peroxide,,Yes,"Before handling seeds,Before harvesting,Before packaging",Yes,Disposable,"While preparing growth media or soil,While handling seeds,While harvesting",Once a week,Daily or more,2-4 times a week,Daily or more,Cut with scissors/knife,,,Refrigerator/Cooler,Biodegradable plastic,,8,Yes,"Kale,Radish,Lentils,Broccoli","kale , radish , lentils , broccoli ",,,Yes,It is verbally communicated at the point of sale,None of these,,No,Soil or Growth Media Testing,Soil or Growth Media Testing,,Associates degree,Internet (websites or videos),Internet (websites or videos),,No,No food safety training,No food safety training,
11/13/2018 18:52,11/13/2018 18:52,IP Address,184.66.34.65,100,32,TRUE,11/13/2018 18:52,R_23uWrI3bQHrq1P3,,I would like to proceed with the survey.,No,Canada,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
